[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0.0
[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1];0.0 
[1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0];0.0 
[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1];0.0 
[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0];0.0 
[0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0];0.0 
[0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0];0 
[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1];0.0 
[0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1];0.0 
[1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1];0.0 
[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0];0.0 
[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0];0.0 
[1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1];16.0 
[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1];0.0 
[0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0];0.0 
[1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0];14.0 
[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0];0.0 
[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0];23.0 
[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0];0.0 
[1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0];0.0 
[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0];<built-in function next> 
